Number of words:  7781959860		
WORD	COUNT	FREQPERMILLION
RESORTS	22252	2.859433921572550
ENDANGERED	22250	2.859176916905870
SMOOTHLY	22247	2.858791409905830
UNDERTAKE	22244	2.858405902905800
WEAPONRY	22241	2.858020395905770
ORGANIZERS	22238	2.857634888905740
SALMON	22237	2.857506386572390
MASTURBATING	22229	2.856478367905640
ADVERTISEMENTS	22229	2.856478367905640
ABORT	22228	2.856349865572300
WEIGHTS	22224	2.855835856238920
CONSTITUENTS	22223	2.855707353905580
POOP	22215	2.854679335238820
LOUISE	22214	2.854550832905480
AUTHENTICITY	22204	2.853265809572040
VILLAGERS	22200	2.852751800238660
LIBERTARIANS	22195	2.852109288571940
NICHE	22194	2.851980786238600
COMPUTATIONAL	22192	2.851723781571910
DISBELIEF	22186	2.850952767571840
NOTCH	22184	2.850695762905160
INTERPRETER	22184	2.850695762905160
UNDERGO	22182	2.850438758238470
HARNESS	22182	2.850438758238470
HYSTERIA	22178	2.849924748905090
DIMINISH	22178	2.849924748905090
SEMINARY	22175	2.849539241905060
SKEPTICISM	22170	2.848896730238340
ANCESTOR	22162	2.847868711571590
COMMUNICATED	22161	2.847740209238240
MOISTURE	22156	2.847097697571520
COURTROOM	22156	2.847097697571520
CAIRO	22154	2.846840692904830
FOURTEEN	22151	2.846455185904800
GOSSIP	22150	2.846326683571460
PERVERSION	22148	2.846069678904770
INFLUENCING	22143	2.845427167238050
CELEBRITIES	22141	2.845170162571360
LEGIT	22140	2.845041660238020
WAGED	22137	2.844656153237980
AGILE	22136	2.844527650904640
PERFORMERS	22133	2.844142143904610
MUS	22128	2.843499632237890
APPROVES	22122	2.842728618237820
CHORDS	22121	2.842600115904480
CELTIC	22115	2.841829101904410
HOTTER	22112	2.841443594904380
UNREST	22111	2.841315092571040
STINKING	22111	2.841315092571040
OBJECTED	22110	2.841186590237690
DULY	22084	2.837845529570750
ARMOUR	22080	2.837331520237370
APPEALED	22079	2.837203017904030
IDEOLOGIES	22078	2.837074515570680
QUOTATIONS	22076	2.836817510904000
SKIPPED	22074	2.836560506237310
PRUDENT	22065	2.835403985237210
KITTENS	22063	2.835146980570520
HAH	22060	2.834761473570490
STABBED	22057	2.834375966570460
INTERCEPT	22050	2.833476450237050
ACTIVATION	22050	2.833476450237050
JERKING	22049	2.833347947903700
ORBITAL	22048	2.833219445570360
SUING	22040	2.832191426903610
HEIR	22036	2.831677417570230
DELIVERIES	22025	2.830263891903450
CARTEL	22019	2.829492877903380
ACCUSTOMED	22019	2.829492877903380
JEEP	22016	2.829107370903350
DEVASTATED	22016	2.829107370903350
ISRAELITES	22011	2.828464859236630
MONTE	22010	2.828336356903280
VANISHED	22008	2.828079352236600
PROGRESSIVELY	22008	2.828079352236600
ABNORMAL	22008	2.828079352236600
BOILER	22005	2.827693845236560
TIMETABLE	22004	2.827565342903220
SLOWED	22004	2.827565342903220
SHES	22004	2.827565342903220
SMASHED	21999	2.826922831236500
HALLOWEEN	21985	2.825123798569680
CRACKING	21980	2.824481286902960
EVACUATION	21973	2.823581770569550
SIDEWALK	21967	2.822810756569490
HUNGARIAN	21963	2.822296747236110
DRAGONS	21963	2.822296747236110
POLISHED	21952	2.820883221569330
MATERIALISM	21952	2.820883221569330
CONDOMS	21952	2.820883221569330
VARIANTS	21948	2.820369212235950
PUP	21947	2.820240709902610
RESELLER	21945	2.819983705235920
INTUITIVE	21940	2.819341193569200
SANCTIONED	21931	2.818184672569100
PROVOCATIVE	21930	2.818056170235760
PORTRAIT	21922	2.817028151569010
IMPENDING	21914	2.816000132902250
OILS	21901	2.814329602568780
MESSING	21897	2.813815593235400
MACEDONIA	21896	2.813687090902060
HEINOUS	21889	2.812787574568650
STAGING	21888	2.812659072235310
COMPLICITY	21885	2.812273565235270
WARP	21883	2.812016560568590
REALIZES	21879	2.811502551235210
CALCULUS	21873	2.810731537235150
PAYLOAD	21867	2.809960523235080
RESISTOR	21862	2.809318011568360
RESEARCHED	21858	2.808804002234980
ABREAST	21857	2.808675499901640
SKEPTICS	21853	2.808161490568260
APPENDIX	21852	2.808032988234920
COMPARES	21850	2.807775983568230
DEMENTED	21846	2.807261974234860
WORSHIPPED	21845	2.807133471901510
FOREIGNER	21839	2.806362457901450
LR	21832	2.805462941568040
CHILL	21827	2.804820429901320
OWING	21824	2.804434922901290
DEFENDS	21823	2.804306420567940
SURFING	21822	2.804177918234600
DARED	21817	2.803535406567880
LEANED	21812	2.802892894901160
DISAGREEING	21804	2.801864876234400
REPAIRING	21802	2.801607871567720
WISHFUL	21797	2.800965359901000
DECOMPENSATING	21796	2.800836857567650
BLOKE	21785	2.799423331900870
STELLAR	21783	2.799166327234180
BOOKMAN	21782	2.799037824900830
GREENS	21778	2.798523815567460
BIRTHS	21775	2.798138308567430
SIZING	21769	2.797367294567360
DEB	21761	2.796339275900610
CURVES	21760	2.796210773567260
EXECUTES	21759	2.796082271233920
EIGHTH	21759	2.796082271233920
CLERICS	21759	2.796082271233920
CHEZ	21758	2.795953768900580
ENCLOSED	21756	2.795696764233890
BARGAINING	21753	2.795311257233860
PROTESTED	21752	2.795182754900510
HEALTHIER	21752	2.795182754900510
GRANDMA	21748	2.794668745567140
JAW	21746	2.794411740900450
BRACKETS	21741	2.793769229233730
TRADEMARKS	21739	2.793512224567040
THEISTS	21737	2.793255219900350
ESSENTIALS	21737	2.793255219900350
SPECIALS	21730	2.792355703566940
ASSORTED	21725	2.791713191900220
GARMENT	21724	2.791584689566880
SCOOP	21720	2.791070680233500
TONES	21719	2.790942177900160
SAUDIS	21715	2.790428168566780
RESISTING	21715	2.790428168566780
JCT	21713	2.790171163900090
GRADUAL	21713	2.790171163900090
FIASCO	21713	2.790171163900090
BLUEPRINT	21712	2.790042661566750
CONCESSIONS	21709	2.789657154566720
POULTRY	21701	2.788629135899960
CONCENTRATIONS	21699	2.788372131233280
CAPTURING	21687	2.786830103233150
COMPARATIVE	21686	2.786701600899800
DESIREABLE	21682	2.786187591566430
YELLED	21678	2.785673582233050
ADAPTATION	21676	2.785416577566360
CATHOLICISM	21674	2.785159572899670
ESS	21669	2.784517061232950
PSYCHIATRISTS	21664	2.783874549566230
MINIONS	21664	2.783874549566230
LISTENER	21663	2.783746047232890
INFECTIOUS	21656	2.782846530899480
LICENSURE	21649	2.781947014566070
PADRE	21644	2.781304502899350
VESTED	21642	2.781047498232660
OBSESSIVE	21639	2.780661991232630
AFFILIATES	21636	2.780276484232600
OUI	21630	2.779505470232530
AWAKENING	21628	2.779248465565840
GAG	21625	2.778862958565810
EMIRATES	21622	2.778477451565780
ALARMING	21613	2.777320930565680
PROTESTANTS	21607	2.776549916565620
MADRE	21607	2.776549916565620
ROAST	21605	2.776292911898930
BOOLEAN	21604	2.776164409565590
FORWARDING	21603	2.776035907232240
ABS	21597	2.775264893232180
BRAINWASHING	21585	2.773722865232050
GRADUATION	21579	2.772951851231990
DAVIES	21579	2.772951851231990
TRAVELLED	21578	2.772823348898640
SURNAME	21572	2.772052334898580
SIGHTINGS	21572	2.772052334898580
GOOFY	21570	2.771795330231890
REINFORCE	21564	2.771024316231820
ENTROPY	21564	2.771024316231820
RESISTANT	21557	2.770124799898420
CLARENCE	21557	2.770124799898420
RIPPING	21554	2.769739292898380
REPEATS	21554	2.769739292898380
INTERACTS	21551	2.769353785898350
UNUSUALLY	21549	2.769096781231660
MARKERS	21549	2.769096781231660
SPATIAL	21548	2.768968278898320
THRILLED	21545	2.768582771898290
KINETIC	21543	2.768325767231600
ETHNICITY	21536	2.767426250898190
GEMS	21532	2.766912241564810
INSULATION	21530	2.766655236898130
NORMS	21528	2.766398232231440
SNIPPING	21524	2.765884222898060
ASSIGNING	21524	2.765884222898060
WARE	21522	2.765627218231370
PLOY	21522	2.765627218231370
GODLESS	21520	2.765370213564680
PRETENDED	21516	2.764856204231310
SPILL	21515	2.764727701897960
SADISTIC	21515	2.764727701897960
KILOMETERS	21515	2.764727701897960
UNINFORMED	21514	2.764599199564620
IMAGERY	21514	2.764599199564620
DADO	21511	2.764213692564590
CARTRIDGE	21511	2.764213692564590
PAP	21507	2.763699683231210
SHRUG	21506	2.763571180897870
PEASANTS	21505	2.763442678564520
RETRIBUTION	21504	2.763314176231180
MACK	21504	2.763314176231180
DISAPPOINTING	21499	2.762671664564460
WOOL	21496	2.762286157564430
PROHIBITING	21490	2.761515143564360
GNOME	21487	2.761129636564330
UPSTREAM	21484	2.760744129564300
MITIGATION	21481	2.760358622564260
SHIPMENTS	21474	2.759459106230860
VICTORIAN	21473	2.759330603897510
PSI	21472	2.759202101564170
INSTITUTIONALIZED	21472	2.759202101564170
MELODY	21464	2.758174082897420
PROVISIONAL	21460	2.757660073564040
BACKLASH	21459	2.757531571230690
SPACECRAFT	21457	2.757274566564010
BEACON	21445	2.755732538563880
STRENGTHENING	21442	2.755347031563850
DIFFERS	21434	2.754319012897090
GEOLOGICAL	21432	2.754062008230400
STATIONED	21431	2.753933505897060
HORNS	21427	2.753419496563680
COMMANDING	21427	2.753419496563680
GESTURE	21423	2.752905487230310
OBEYED	21416	2.752005970896900
DEFICIENCIES	21415	2.751877468563560
DITCH	21410	2.751234956896830
STIGMATA	21408	2.750977952230150
QUIZ	21406	2.750720947563460
ILLUSTRATES	21403	2.750335440563430
RENEWABLE	21397	2.749564426563360
BREEZE	21397	2.749564426563360
DESPISED	21395	2.749307421896670
BREW	21387	2.748279403229920
GARDENS	21385	2.748022398563230
BAS	21384	2.747893896229890
AHA	21383	2.747765393896540
TEARING	21382	2.747636891563200
PERVERSE	21376	2.746865877563140
FOLLY	21376	2.746865877563140
CHARMING	21374	2.746608872896450
JUNTO	21370	2.746094863563070
DELEGATE	21369	2.745966361229730
AFOREMENTIONED	21368	2.745837858896380
UNSEEN	21367	2.745709356563040
UPWARDS	21362	2.745066844896320
HOSTILITIES	21358	2.744552835562940
BOWMAN	21358	2.744552835562940
SPEARS	21355	2.744167328562910
VD	21349	2.743396314562850
PITCHING	21346	2.743010807562810
COMPOSER	21321	2.739798249229210
COLLAPSES	21321	2.739798249229210
CONFISCATED	21311	2.738513225895770
ACCOMPLISHMENT	21307	2.737999216562390
MORTAR	21300	2.737099700228990
INLAND	21298	2.736842695562300
BENEFICIARY	21296	2.736585690895610
MENACE	21289	2.735686174562200
REFUNDS	21287	2.735429169895510
ENTRENCHED	21278	2.734272648895420
BULLYING	21278	2.734272648895420
ENDURING	21265	2.732602118561940
LATITUDE	21264	2.732473616228600
TOS	21261	2.732088109228570
DIETITIAN	21259	2.731831104561880
NICOTINE	21258	2.731702602228530
DUSTY	21257	2.731574099895190
NIETZSCHE	21247	2.730289076561750
HUMILITY	21236	2.728875550894960
BLASTED	21236	2.728875550894960
ITALIANS	21233	2.728490043894930
CLASHES	21226	2.727590527561520
FINALS	21224	2.727333522894840
TORNADO	21222	2.727076518228150
REGULATORS	21220	2.726819513561460
PREP	21214	2.726048499561390
PRESUMPTION	21213	2.725919997228050
BOOZE	21209	2.725405987894670
MANTLE	21207	2.725148983227990
DANCER	21190	2.722964443561140
REPAIRED	21189	2.722835941227790
RADICALLY	21189	2.722835941227790
ERECT	21187	2.722578936561100
SPICE	21183	2.722064927227730
AFFIDAVIT	21179	2.721550917894350
MASTERY	21175	2.721036908560980
PASTED	21174	2.720908406227630
DETAINEE	21172	2.720651401560940
SLUTS	21169	2.720265894560910
MANPOWER	21159	2.718980871227470
SATIATION	21158	2.718852368894130
LEER	21155	2.718466861894090
TRAY	21149	2.717695847894030
COMMUTE	21149	2.717695847894030
WISER	21145	2.717181838560650
FILTRATION	21145	2.717181838560650
INCURRED	21143	2.716924833893960
MEDALS	21138	2.716282322227240
RESTING	21137	2.716153819893900
QUALIFIES	21136	2.716025317560560
SEATED	21134	2.715768312893870
EARTHQUAKES	21132	2.715511308227180
UNILATERAL	21126	2.714740294227120
NERVES	21121	2.714097782560390
REVISIONS	21118	2.713712275560360
FACTION	21118	2.713712275560360
PHOSPHORUS	21114	2.713198266226990
OPTIC	21109	2.712555754560270
ABSTINENCE	21109	2.712555754560270
TOMATO	21104	2.711913242893550
PREDATORS	21102	2.711656238226860
MYTHICAL	21099	2.711270731226820
IMPERFECT	21096	2.710885224226790
THEOCRATIC	21091	2.710242712560070
RIOTING	21091	2.710242712560070
CRIPPLED	21086	2.709600200893350
SOFA	21085	2.709471698560010
PRICELESS	21085	2.709471698560010
DINOSAURS	21082	2.709086191559980
SPECIALIZATION	21071	2.707672665893190
MFG	21070	2.707544163559850
CRACKPOT	21069	2.707415661226500
BASELINE	21067	2.707158656559810
TSP	21066	2.707030154226470
MUSSOLINI	21066	2.707030154226470
MEDIAN	21058	2.706002135559720
JUSTIFIES	21057	2.705873633226370
TABLETS	21054	2.705488126226340
MARSH	21052	2.705231121559650
WOODWARD	21047	2.704588609892930
LOCKER	21047	2.704588609892930
LIMB	21044	2.704203102892900
IMITATION	21037	2.703303586559490
PIPELINES	21029	2.702275567892740
BACKWATER	21024	2.701633056226020
HOSTAGES	21021	2.701247549225990
ENSLAVED	21021	2.701247549225990
BROWSING	21014	2.700348032892580
RIGOROUS	21012	2.700091028225890
DISCO	21010	2.699834023559200
MIXER	21007	2.699448516559170
FOLLOWER	21006	2.699320014225830
QUAGMIRE	21003	2.698934507225790
POOREST	21001	2.698677502559100
SKINS	21000	2.698549000225760
SMOKER	20997	2.698163493225730
BLAMES	20990	2.697263976892320
BEGINNER	20990	2.697263976892320
SUNK	20977	2.695593446558850
DARKER	20977	2.695593446558850
AUTHORING	20974	2.695207939558810
RECREATION	20973	2.695079437225470
STAINLESS	20971	2.694822432558780
BUNDLE	20968	2.694436925558750
ARCHBISHOP	20967	2.694308423225410
WHALES	20966	2.694179920892060
DISCRETE	20964	2.693922916225370
SKETCHES	20960	2.693408906892000
ACKNOWLEDGES	20958	2.693151902225310
CURES	20951	2.692252385891900
ARCHIVING	20950	2.692123883558560
RENAISSANCE	20944	2.691352869558490
OPIUM	20944	2.691352869558490
NEEDLES	20944	2.691352869558490
HUBBY	20943	2.691224367225150
VOWED	20933	2.689939343891710
TONG	20929	2.689425334558330
UNIQUELY	20922	2.688525818224920
SPREADS	20920	2.688268813558230
PTS	20917	2.687883306558200
SUPERFICIAL	20916	2.687754804224860
ADVERSARY	20916	2.687754804224860
SUBSTANTIVE	20913	2.687369297224830
ARABIAN	20909	2.686855287891450
AVOWED	20906	2.686469780891420
PSEUDO	20902	2.685955771558040
HORMONES	20899	2.685570264558010
CHUNKS	20897	2.685313259891320
EXPORTING	20894	2.684927752891290
SEQUEL	20891	2.684542245891260
POSSESSIONS	20891	2.684542245891260
MAE	20889	2.684285241224570
SERMON	20880	2.683128720224470
SEVERITY	20873	2.682229203891060
DIMINISHED	20872	2.682100701557720
HETEROSEXUALS	20870	2.681843696891030
GOODWILL	20866	2.681329687557650
SAILOR	20864	2.681072682890970
THEORISTS	20863	2.680944180557620
FOCAL	20859	2.680430171224240
LITE	20858	2.680301668890900
CONTESTING	20858	2.680301668890900
LURE	20856	2.680044664224210
RIGGED	20854	2.679787659557520
BLOOM	20853	2.679659157224180
BANS	20840	2.677988626890710
SLOGANS	20839	2.677860124557360
PREDICTING	20836	2.677474617557330
PURPOSELY	20834	2.677217612890640
INTER	20830	2.676703603557270
VAULT	20829	2.676575101223920
RECESSION	20829	2.676575101223920
METAPHYSICAL	20825	2.676061091890550
VARIANCES	20824	2.675932589557200
MIST	20823	2.675804087223860
GUARDED	20817	2.675033073223790
SOP	20814	2.674647566223760
TROPHY	20813	2.674519063890420
ATTENDANT	20812	2.674390561557070
SPA	20803	2.673234040556980
UPRISING	20799	2.672720031223600
TEDIOUS	20795	2.672206021890220
ILLUSTRATION	20792	2.671820514890190
GOO	20789	2.671435007890160
CONSISTED	20786	2.671049500890130
PUNISHABLE	20779	2.670149984556720
COUPON	20776	2.669764477556690
FRAUDS	20762	2.667965444889870
PLEADING	20758	2.667451435556490
BURKE	20752	2.666680421556430
DISSIDENT	20750	2.666423416889740
BUTTS	20749	2.666294914556400
CHOIR	20747	2.666037909889710
SWAY	20745	2.665780905223020
RINGING	20743	2.665523900556330
ESPECIAL	20742	2.665395398222990
FLICK	20740	2.665138393556300
MOTIVATES	20735	2.664495881889580
GUINEA	20728	2.663596365556170
SADDLE	20727	2.663467863222830
DYED	20725	2.663210858556140
ZIMBABWE	20724	2.663082356222790
TEMPO	20723	2.662953853889450
SHADES	20722	2.662825351556110
QUILT	20722	2.662825351556110
GRINDER	20721	2.662696849222760
SYNONYMOUS	20720	2.662568346889420
CLAVE	20717	2.662182839889380
MICROSCOPE	20712	2.661540328222660
SLAPPED	20698	2.659741295555850
ADVISING	20697	2.659612793222500
FUMES	20691	2.658841779222440
CATALOGUE	20691	2.658841779222440
ABDUCTED	20685	2.658070765222370
HANDICAPPED	20680	2.657428253555650
PRAISING	20679	2.657299751222310
NEPHEW	20678	2.657171248888970
BACH	20677	2.657042746555620
IMPORTING	20675	2.656785741888930
LEVITICUS	20674	2.656657239555590
GINGRICH	20674	2.656657239555590
TEMPERAMENT	20673	2.656528737222250
SQUAT	20673	2.656528737222250
PARALLELS	20672	2.656400234888900
SATIRE	20664	2.655372216222150
MOMS	20658	2.654601202222080
APPROPRIATIONS	20654	2.654087192888710
HIGHS	20649	2.653444681221990
INDICATIVE	20648	2.653316178888640
WIPING	20642	2.652545164888580
OCCURRENCE	20638	2.652031155555200
GESTALT	20633	2.651388643888480
INFORMING	20629	2.650874634555110
UNCHECKED	20628	2.650746132221760
DISTRIBUTORS	20628	2.650746132221760
MUSHROOM	20625	2.650360625221730
SINGS	20619	2.649589611221670
NONSENSICAL	20617	2.649332606554980
SWELLING	20609	2.648304587888220
REPLAY	20605	2.647790578554850
INTEGERS	20598	2.646891062221440
GRANDPARENTS	20597	2.646762559888090
RUGBY	20596	2.646634057554750
MAMMALS	20590	2.645863043554690
FRANZ	20587	2.645477536554650
TRANSMISSIONS	20586	2.645349034221310
VARIETIES	20579	2.644449517887900
ALDER	20576	2.644064010887870
STRIPES	20568	2.643035992221120
ASTRONOMICAL	20567	2.642907489887770
MOTIONS	20566	2.642778987554430
SHOWCASE	20560	2.642007973554360
PLATOON	20556	2.641493964220990
ARSEHOLE	20548	2.640465945554230
KNOB	20546	2.640208940887550
BASIN	20546	2.640208940887550
POISONOUS	20530	2.638152903554040
EXAMS	20530	2.638152903554040
SNIPER	20529	2.638024401220700
EFFICIENCIES	20529	2.638024401220700
PSYCHOLOGICALLY	20528	2.637895898887350
BAGGAGE	20525	2.637510391887320
SETTLING	20523	2.637253387220630
DESERVING	20523	2.637253387220630
INFLAMMATORY	20516	2.636353870887220
ADMIRATION	20515	2.636225368553880
INSERTING	20514	2.636096866220540
COMPANIONS	20513	2.635968363887190
NOMINATE	20504	2.634811842887100
CARDBOARD	20504	2.634811842887100
SLIPPING	20502	2.634554838220410
BEFOREHAND	20502	2.634554838220410
SURFACED	20500	2.634297833553720
ORIGINATE	20498	2.634040828887030
MACHINIST	20496	2.633783824220340
ELECTORATE	20492	2.633269814886970
WITHHELD	20487	2.632627303220250
SERVITUDE	20481	2.631856289220180
LUGGAGE	20476	2.631213777553460
REDIRECT	20473	2.630828270553430
ELIJAH	20473	2.630828270553430
REFINING	20472	2.630699768220080
POKING	20464	2.629671749553330
POEMS	20464	2.629671749553330
TAPPED	20458	2.628900735553270
TERMED	20455	2.628515228553240
BOXER	20453	2.628258223886550
OUTLAWED	20442	2.626844698219760
ORCHESTRATED	20441	2.626716195886420
DISCOURAGED	20434	2.625816679553010
HYGIENE	20432	2.625559674886320
FINNISH	20430	2.625302670219630
AXIOM	20430	2.625302670219630
TOLEDO	20429	2.625174167886290
LAYS	20427	2.624917163219600
SCOUTING	20424	2.624531656219570
FRIES	20424	2.624531656219570
RESENT	20422	2.624274651552880
DIVERSION	20421	2.624146149219540
TEXTUAL	20415	2.623375135219470
BLOCKADE	20415	2.623375135219470
REPENTANCE	20414	2.623246632886130
AMBITION	20414	2.623246632886130
SHORTAGES	20412	2.622989628219440
FREEZER	20411	2.622861125886100
LOOSELY	20408	2.622475618886060
PONY	20407	2.622347116552720
PLANTING	20404	2.621961609552690
BUDDHISTS	20403	2.621833107219340
BATS	20401	2.621576102552650
REDO	20392	2.620419581552560
PUSHES	20386	2.619648567552490
PROFILING	20386	2.619648567552490
COMPRESSOR	20383	2.619263060552460
TAPPING	20380	2.618877553552430
UNDERESTIMATE	20374	2.618106539552360
FLASHING	20370	2.617592530218990
DISCERN	20370	2.617592530218990
RESPECTFUL	20369	2.617464027885640
ARMORY	20357	2.615921999885510
TRANSFORMS	20352	2.615279488218790
MOLTEN	20351	2.615150985885450
GIFTED	20347	2.614636976552070
HUMILIATED	20346	2.614508474218730
TOAD	20345	2.614379971885390
PILLAR	20343	2.614122967218700
IMPAIRED	20337	2.613351953218630
TILE	20330	2.612452436885220
DIVINITY	20330	2.612452436885220
PEEK	20329	2.612323934551880
UPHELD	20326	2.611938427551850
PUZZLED	20324	2.611681422885160
UNDERSCORE	20319	2.611038911218440
AWOL	20319	2.611038911218440
REGIMENT	20315	2.610524901885060
WYOMING	20314	2.610396399551720
STACKED	20314	2.610396399551720
CONSCIOUSLY	20314	2.610396399551720
MYRIAD	20308	2.609625385551650
ENDLESSLY	20301	2.608725869218250
BROADLY	20298	2.608340362218210
STAGGERING	20296	2.608083357551530
LAIN	20290	2.607312343551460
PROTECTOR	20284	2.606541329551400
TORMENT	20279	2.605898817884680
PERVASIVE	20272	2.604999301551270
ABJECT	20272	2.604999301551270
AETHER	20271	2.604870799217920
MINORS	20269	2.604613794551240
GLIMPSE	20269	2.604613794551240
DEGRADATION	20267	2.604356789884550
INSECURITY	20266	2.604228287551200
GENOME	20266	2.604228287551200
FEMININE	20262	2.603714278217830
DOLPHIN	20260	2.603457273551140
SOB	20259	2.603328771217790
FINDER	20258	2.603200268884450
COMEBACK	20258	2.603200268884450
THIRTEEN	20257	2.603071766551110
MARTYR	20257	2.603071766551110
GLOVE	20256	2.602943264217760
CROTCH	20250	2.602172250217700
EVANGELICALS	20239	2.600758724550910
ANATOMY	20228	2.599345198884130
SLAMMED	20226	2.599088194217440
ORE	20225	2.598959691884100
SAHARA	20222	2.598574184884060
OBLIGATED	20220	2.598317180217380
COCOA	20211	2.597160659217280
ACRE	20207	2.596646649883900
CONFRONTING	20203	2.596132640550530
ACADEMIA	20199	2.595618631217150
SUCCESSIVE	20190	2.594462110217050
SURRENDERED	20187	2.594076603217020
KOREANS	20186	2.593948100883680
INROADS	20183	2.593562593883640
MILDLY	20182	2.593434091550300
BRIEFINGS	20180	2.593177086883610
DUBBED	20179	2.593048584550270
PSYCHE	20174	2.592406072883550
INMATE	20172	2.592149068216860
WAGON	20169	2.591763561216830
AMPLIFIER	20169	2.591763561216830
MEMORANDUM	20167	2.591506556550140
ROYALTY	20163	2.590992547216760
EMERGENCE	20161	2.590735542550070
SEMICONDUCTOR	20152	2.589579021549980
SYNDICATE	20149	2.589193514549950
BRAGGING	20147	2.588936509883260
NONVIOLENT	20144	2.588551002883230
TIT	20142	2.588293998216540
DISPROPORTIONATE	20141	2.588165495883190
DEVELOPMENTAL	20140	2.588036993549850
SHANGHAI	20137	2.587651486549820
ATTACKERS	20137	2.587651486549820
VIS	20134	2.587265979549780
RELIEVED	20132	2.587008974883100
OUTLINES	20132	2.587008974883100
DEEPEST	20130	2.586751970216410
REUNION	20123	2.585852453883000
MARITAL	20120	2.585466946882970
MODO	20117	2.585081439882930
SHAMELESS	20113	2.584567430549560
RESPECTFULLY	20110	2.584181923549530
PROTOTYPES	20104	2.583410909549460
PINNACLE	20103	2.583282407216120
GOODIES	20094	2.582125886216020
SUSPICIONS	20090	2.581611876882640
WOUNDING	20089	2.581483374549300
WINDING	20088	2.581354872215960
THUMPER	20078	2.580069848882520
THEIST	20073	2.579427337215790
DUDES	20072	2.579298834882450
SINNER	20070	2.579041830215760
TIPPED	20064	2.578270816215700
STREAK	20063	2.578142313882350
ANALYZER	20061	2.577885309215670
PRAGMATIC	20060	2.577756806882320
CASSETTE	20060	2.577756806882320
OLDS	20059	2.577628304548980
FLEMING	20058	2.577499802215630
DEPUTIES	20043	2.575572267215470
THICKNESS	20042	2.575443764882130
BUTTERFLY	20042	2.575443764882130
HONORS	20041	2.575315262548780
DROWNING	20040	2.575186760215440
ZEALOTS	20035	2.574544248548720
CHASED	20035	2.574544248548720
BRACKET	20030	2.573901736882000
SEEKERS	20022	2.572873718215250
BURIAL	20022	2.572873718215250
MANMADE	20020	2.572616713548560
INSTINCTS	20020	2.572616713548560
DEVOUT	20019	2.572488211215210
MEASURABLE	20014	2.571845699548490
LOOPING	20010	2.571331690215120
RIVALS	20008	2.571074685548430
UNIDENTIFIED	19997	2.569661159881640
BORROWING	19988	2.568504638881550
LEV	19987	2.568376136548200
TYING	19984	2.567990629548170
SWALLOWED	19984	2.567990629548170
NOEL	19984	2.567990629548170
ABYSS	19984	2.567990629548170
LIMBS	19981	2.567605122548140
DISAPPROVE	19979	2.567348117881450
TIMED	19975	2.566834108548070
WARY	19968	2.565934592214670
LEX	19965	2.565549085214630
SEARS	19959	2.564778071214570
GRAD	19952	2.563878554881160
STOCKINGS	19950	2.563621550214470
DISGRUNTLED	19950	2.563621550214470
DECLARATIONS	19949	2.563493047881130
INDULGE	19942	2.562593531547720
DOWNING	19940	2.562336526881030
QT	19938	2.562079522214340
EXCEPTIONALLY	19936	2.561822517547660
SHACK	19933	2.561437010547620
CENTRALIZED	19932	2.561308508214280
ESCAPING	19915	2.559123968547430
PROVERBS	19914	2.558995466214090
RETARDS	19911	2.558609959214050
GREETED	19909	2.558352954547370
FEATHERS	19907	2.558095949880680
TRUSTING	19891	2.556039912547170
FOUNTAIN	19890	2.555911410213830
SPECIFYING	19888	2.555654405547140
ANTIDEPRESSANTS	19888	2.555654405547140
UNDERMINING	19885	2.555268898547110
PSYCHOLOGISTS	19884	2.555140396213760
SOWED	19883	2.555011893880420
CHRONICLES	19882	2.554883391547070
BUILDUP	19881	2.554754889213730
NEWT	19879	2.554497884547040
VENUES	19878	2.554369382213700
DEPRAVED	19874	2.553855372880320
DENTIST	19873	2.553726870546980
NAPOLEON	19870	2.553341363546950
MUSS	19864	2.552570349546880
COORDINATORS	19860	2.552056340213500
SCOLDED	19859	2.551927837880160
NEEDY	19856	2.551542330880130
BREWING	19854	2.551285326213440
ARMORED	19852	2.551028321546750
WIDOWS	19851	2.550899819213410
REACTIONARY	19846	2.550257307546690
LITHIUM	19843	2.549871800546660
CRADLE	19841	2.549614795879970
STRETCHES	19837	2.549100786546590
WORSHIPPING	19832	2.548458274879870
WORKSTATIONS	19826	2.547687260879810
ROLLOUT	19826	2.547687260879810
GRAVY	19826	2.547687260879810
REPRESENTATIONS	19821	2.547044749213090
BUILDERS	19816	2.546402237546370
VICTORIES	19815	2.546273735213020
PUKE	19815	2.546273735213020
SWORDS	19813	2.546016730546330
VANGUARD	19810	2.545631223546300
PUNDITS	19808	2.545374218879610
DEFIANCE	19808	2.545374218879610
COFFIN	19808	2.545374218879610
HARDCOVER	19805	2.544988711879580
MASONIC	19798	2.544089195546170
EXPANDS	19798	2.544089195546170
OHM	19796	2.543832190879480
NOMINAL	19783	2.542161660546010
PREFACE	19780	2.541776153545980
DEVIATION	19773	2.540876637212570
TRACT	19770	2.540491130212540
FERRY	19765	2.539848618545820
SPARED	19763	2.539591613879130
BRAINLESS	19762	2.539463111545790
HELPER	19760	2.539206106879100
ANCESTRAL	19759	2.539077604545750
CAMPO	19755	2.538563595212380
BANGING	19745	2.537278571878940
ENROLLED	19740	2.536636060212220
VIN	19739	2.536507557878870
DINED	19728	2.535094032212090
CANCELLATION	19723	2.534451520545370
GEARS	19720	2.534066013545330
